ID_PERSONA	TBENE	BASE	PERIODO_BASE	LEY_APLICADA	MONTO	DESC_BENE
446870	1	111	202304	TM	56905.47	TRANSFORMACION LEY 25.994 Y MORATORIA
797677	1	111	202304	TO	55307.31	TRANSFORMACION LEY  24.476
967671	2	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
1180130	1	111	202304	TO	77307.39	TRANSFORMACION LEY  24.476
1192870	1	111	202304	PP	119107.49	LEY 24241 -PC- PRPA.
1211071	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
1244588	1	111	202304	CS	84770.82	LEY 24241 - SENTENCIA JUDICIAL
1246658	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
1272538	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
1359675	1	286	202304		27649.83	JUBILACION POR EDAD AVANZADA
1361416	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
1412261	1	111	202304	TE	52318.99	LEY 26970 - PLAN CANCELADO
1433707	1	111	202304	TE	46747.52	LEY 26970 - PLAN CANCELADO
1434007	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
1476880	1	111	202304	TO	44029.28	TRANSFORMACION LEY  24.476
1641324	1	111	202304	TM	56905.47	TRANSFORMACION LEY 25.994 Y MORATORIA
1642197	1	111	202304	TO	14347.08	TRANSFORMACION LEY  24.476
1645108	1	111	202304	PP	299212.42	LEY 24241 -PC- PRPA.
1649775	1	111	202304	TO	56905.47	TRANSFORMACION LEY  24.476
1673544	1	111	202304	RI	66305.65	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
1682256	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
1845577	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
1853511	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
1857490	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
1989756	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
2022017	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
2023860	1	111	202304	TE	53120	LEY 26970 - PLAN CANCELADO
2047879	1	111	202304	TO	86014.36	TRANSFORMACION LEY  24.476
2061491	1	111	202304	PP	73692.27	LEY 24241 -PC- PRPA.
2109836	1	111	202304	TO	51963.01	TRANSFORMACION LEY  24.476
2277727	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
2279246	1	111	202304	TE	44801.15	LEY 26970 - PLAN CANCELADO
2348530	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
2358668	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
2403556	1	111	202304	TE	45584.1	LEY 26970 - PLAN CANCELADO
2433203	1	111	202304	PD	49160.92	PRESTACIONES DOCENTES - LEY 24241
2476812	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
2496250	1	111	202304	RI	56474.24	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
2499464	1	111	202304	PO	44609.46	LEY 24.476 - MORATORIA
2502435	1	111	202304	TE	54732.37	LEY 26970 - PLAN CANCELADO
2582175	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
2613833	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
2626295	1	111	202304	TE	47527.74	LEY 26970 - PLAN CANCELADO
2648108	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
2827423	1	111	202304	TO	46969.25	TRANSFORMACION LEY  24.476
2837050	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
2849146	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
2850820	1	111	202304	TO	52558.28	TRANSFORMACION LEY  24.476
2867579	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
2874569	1	111	202304	TO	50083.01	TRANSFORMACION LEY  24.476
2899935	1	111	202304	TO	56044.35	TRANSFORMACION LEY  24.476
2906897	1	111	202304	TO	56905.47	TRANSFORMACION LEY  24.476
2907363	1	111	202304	PP	15000	LEY 24241 -PC- PRPA.
2910196	1	111	202304	PP	11095.39	LEY 24241 -PC- PRPA.
2961630	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
2962071	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
2968462	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
2984503	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
2993743	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3002504	1	111	202304	TO	51973.37	TRANSFORMACION LEY  24.476
3021153	1	111	202304	TO	56905.47	TRANSFORMACION LEY  24.476
3024527	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
3024583	1	111	202304	TO	56905.47	TRANSFORMACION LEY  24.476
3031996	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
3127085	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
3167446	1	111	202304	TO	53981.43	TRANSFORMACION LEY  24.476
3174076	2	111	202304	PC	15000	LEY 24241
3174222	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3184930	1	111	202304	RI	10556.57	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3220693	1	111	202304	TE	8548.56	LEY 26970 - PLAN CANCELADO
3491520	1	111	202304	TM	15000	TRANSFORMACION LEY 25.994 Y MORATORIA
3495272	1	111	202304	TM	15000	TRANSFORMACION LEY 25.994 Y MORATORIA
3525559	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
3528009	2	111	202304	PC	56905.47	LEY 24241
3532961	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3538414	1	111	202304	RI	56539.36	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3563277	1	111	202304	TE	84480.67	LEY 26970 - PLAN CANCELADO
3570966	1	111	202304	TO	56905.47	TRANSFORMACION LEY  24.476
3601619	2	111	202304	PB	5000	LEY 24241 - PENSIONES DERIVADAS DE JUB. CON ALTA ANTER. A MAYO/2008
3635010	1	111	202304	TI	46321.89	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
3637339	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
3648402	1	111	202304	RI	45879.82	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3657915	1	111	202304	RI	177553.87	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3662226	1	111	202304	TI	5000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
3662244	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
3671436	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3675108	1	111	202304	TO	45375.6	TRANSFORMACION LEY  24.476
3684416	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3699873	1	111	202304	RI	62027.79	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3706408	2	111	202304	PC	56905.47	LEY 24241
3712840	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
3716615	1	111	202304	TI	63962.19	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
3724277	1	111	202304	RI	46807.76	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3732128	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3738705	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3744770	1	111	202304	RI	56548.98	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3745591	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
3749832	1	111	202304	PO	56589.59	LEY 24.476 - MORATORIA
3753491	2	111	202304	VK	49843.1	LEY 26425 - PRESTACIONES GENERALES
3765324	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
3766247	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
3771492	2	111	202304	PM	49159.56	LEY 25994 Y MORATORIA 25865
3773664	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3797927	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3799344	1	111	202304	PC	56905.47	LEY 24241
3800854	1	111	202304	TO	47545.89	TRANSFORMACION LEY  24.476
3816943	1	111	202304	RE	15000	LEY 26970 - MORATORIA
3819493	1	111	202304	PO	54416.09	LEY 24.476 - MORATORIA
3835063	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
3858521	2	111	202304	RE	15000	LEY 26970 - MORATORIA
3882476	1	111	202304	TO	45936.11	TRANSFORMACION LEY  24.476
3885392	1	111	202304	TO	45138.71	TRANSFORMACION LEY  24.476
3888832	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
3890293	1	111	202304	TE	45341.31	LEY 26970 - PLAN CANCELADO
3900993	1	111	202304	RI	46680.71	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3909836	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
3930244	1	111	202304	TI	56161.56	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
3934352	1	111	202304	RI	55060.21	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3935719	1	111	202304	TE	45817.59	LEY 26970 - PLAN CANCELADO
3938367	1	111	202304	TE	49071.49	LEY 26970 - PLAN CANCELADO
3941367	1	111	202304	TO	45949.05	TRANSFORMACION LEY  24.476
3944975	1	111	202304	RI	78814.89	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3953443	1	111	202304	TE	51383.42	LEY 26970 - PLAN CANCELADO
3955747	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
3957463	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
3958361	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3961723	1	111	202304	RI	56130.02	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3963597	1	111	202304	TO	44698.35	TRANSFORMACION LEY  24.476
3964744	1	111	202304	RI	45163.51	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3974194	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3975794	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
3975896	1	111	202304	I1	15000	AMAS DE CASA                    LA RIOJA
3986373	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
4001847	1	111	202304	RI	56492	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4004850	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
4007435	1	111	202304	RI	52240.19	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4019441	1	111	202304	RI	48854.8	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4021155	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4023317	1	111	202304	TO	54069.92	TRANSFORMACION LEY  24.476
4035013	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
4035823	1	111	202304	RE	15000	LEY 26970 - MORATORIA
4042717	1	111	202304	RI	57225.72	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4044443	1	111	202304	RI	47037.44	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4045723	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
4051666	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4054249	1	111	202304	RI	73347.09	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4063492	1	111	202304	RI	52196.81	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4063663	1	111	202304	TO	56905.47	TRANSFORMACION LEY  24.476
4078202	1	111	202304	TO	56905.47	TRANSFORMACION LEY  24.476
4078389	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4080842	1	111	202304	PP	15000	LEY 24241 -PC- PRPA.
4080886	1	111	202304	RI	56135.37	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4083578	1	111	202304	RI	44043.78	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4084654	2	111	202304	RE	15000	LEY 26970 - MORATORIA
4090155	2	111	202304	PL	50813.15	PEN.DERIVADA POR WEB DE JUBILACION CON ALTA POSTERIOR A 4/2008
4091057	1	111	202304	TI	5000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4094961	2	111	202304	TE	53010.16	LEY 26970 - PLAN CANCELADO
4100324	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4100324	2	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
4100791	1	111	202304	PO	56612.62	LEY 24.476 - MORATORIA
4103400	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4108409	1	111	202304	PC	74360.35	LEY 24241
4109991	1	111	202304	TE	70451.35	LEY 26970 - PLAN CANCELADO
4125352	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4126082	1	111	202304	RI	45328.84	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4127311	1	111	202304	TO	44622.78	TRANSFORMACION LEY  24.476
4127802	1	111	202304	RI	56315.87	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4135968	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4137150	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
4139466	1	111	202304	RI	54488.93	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4144084	1	111	202304	TI	5000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4144084	2	111	202304	PC	54612.13	LEY 24241
4145632	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4150890	1	111	202304	TE	55487.94	LEY 26970 - PLAN CANCELADO
4151847	1	111	202304	TO	46796.26	TRANSFORMACION LEY  24.476
4152640	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
4155687	1	111	202304	RI	56195.15	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4167500	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
4169031	2	111	202304	PT	120621.34	LEY 24241 - PBU CON SENTENCIA JUDICIAL
4174051	1	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
4191712	1	111	202304	RI	45827.25	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4191766	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4194618	1	111	202304	TO	45555.57	TRANSFORMACION LEY  24.476
4199415	1	111	202304	TI	5000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4200418	1	111	202304	TI	63383.3	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4201238	1	111	202304	TO	56905.47	TRANSFORMACION LEY  24.476
4210182	1	111	202304	TO	54418.59	TRANSFORMACION LEY  24.476
4215833	2	286	202304		34272	PENSION DERIVADA
4222987	1	111	202304	PO	44887.79	LEY 24.476 - MORATORIA
4231420	2	111	202304	VK	32452.73	LEY 26425 - PRESTACIONES GENERALES
4233215	1	111	202304	RI	55050.7	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4239297	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4246716	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
4252509	1	111	202304	TO	43712.91	TRANSFORMACION LEY  24.476
4254458	1	111	202304	TE	54797.43	LEY 26970 - PLAN CANCELADO
4256422	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4265349	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4275364	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
4281918	1	111	202304	TI	50164.26	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4285526	1	111	202304	TO	46912.92	TRANSFORMACION LEY  24.476
4286204	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4288985	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4293397	1	111	202304	RI	56579.98	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4309544	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
4310498	1	111	202304	TO	47649.59	TRANSFORMACION LEY  24.476
4321599	1	111	202304	PP	5000	LEY 24241 -PC- PRPA.
4335553	1	111	202304	RI	56446.73	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4338631	1	111	202304	RI	56455.81	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4342250	1	111	202304	PP	5000	LEY 24241 -PC- PRPA.
4361060	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4364703	1	111	202304	RI	38251.24	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4365025	1	111	202304	PP	5000	LEY 24241 -PC- PRPA.
4365318	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4366225	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4366225	2	111	202304	TM	45455.04	TRANSFORMACION LEY 25.994 Y MORATORIA
4374773	1	111	202304	RI	55914.38	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4375531	1	111	202304	RI	50914.76	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4380036	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4380266	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
4384141	1	111	202304	RI	10290.91	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4387767	1	111	202304	RI	55483.49	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4393476	1	111	202304	PO	56571.27	LEY 24.476 - MORATORIA
4394061	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4401052	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
4402148	1	111	202304	TE	45836.39	LEY 26970 - PLAN CANCELADO
4403011	1	111	202304	TO	54670.81	TRANSFORMACION LEY  24.476
4412985	1	111	202304	TI	45890.73	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4415258	1	111	202304	RI	113353.67	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4415530	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
4416230	2	111	202304	PP	15000	LEY 24241 -PC- PRPA.
4417353	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4420004	1	111	202304	RI	62836.2	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4423740	1	111	202304	PC	15000	LEY 24241
4430303	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4434544	2	111	202304	CS	108317.69	LEY 24241 - SENTENCIA JUDICIAL
4439633	1	111	202304	TO	108965.99	TRANSFORMACION LEY  24.476
4441481	1	111	202304	TI	90617.13	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4443788	1	111	202304	PO	46720.34	LEY 24.476 - MORATORIA
4445934	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4445934	2	111	202304	PL	56905.47	PEN.DERIVADA POR WEB DE JUBILACION CON ALTA POSTERIOR A 4/2008
4446223	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4447978	1	111	202304	RI	5000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4451905	1	111	202304	TI	299235.51	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4453839	1	111	202304	RI	49892.06	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4459913	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4460458	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4461426	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4463036	1	111	202304	TI	5000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4463655	1	111	202304	TO	50946.53	TRANSFORMACION LEY  24.476
4464034	1	111	202304	RE	47015.98	LEY 26970 - MORATORIA
4472063	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
4474085	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4474633	1	111	202304	RI	56022.7	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4479120	2	111	202304	RE	49292.41	LEY 26970 - MORATORIA
4480017	1	111	202304	RI	56646.97	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4494862	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
4499045	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4499132	1	111	202304	PO	47004.14	LEY 24.476 - MORATORIA
4500630	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
4502202	1	111	202304	RI	56030.5	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4509019	1	111	202304	TI	51963.01	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4518069	1	111	202304	TO	80861.1	TRANSFORMACION LEY  24.476
4527443	1	111	202304	RI	56532.58	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4530513	2	111	202304	PL	49177.34	PEN.DERIVADA POR WEB DE JUBILACION CON ALTA POSTERIOR A 4/2008
4532460	1	111	202304	TO	47629.53	TRANSFORMACION LEY  24.476
4532972	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
4538678	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4541558	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4548089	1	111	202304	TI	45662.1	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4550949	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
4552655	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
4562601	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4564387	1	111	202304	PO	42520.27	LEY 24.476 - MORATORIA
4570284	1	111	202304	PO	56710.89	LEY 24.476 - MORATORIA
4574073	1	111	202304	TO	51390.16	TRANSFORMACION LEY  24.476
4576049	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4586976	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4588231	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4589873	1	111	202304	PO	45494.11	LEY 24.476 - MORATORIA
4594205	1	111	202304	TI	56751.2	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4601346	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4602152	2	111	202304	TM	15000	TRANSFORMACION LEY 25.994 Y MORATORIA
4602519	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4602551	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4604867	2	111	202304	PP	60441.35	LEY 24241 -PC- PRPA.
4606820	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
4607201	1	111	202304	RI	5000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4607563	1	111	202304	PC	5000	LEY 24241
4621022	1	111	202304	RE	55133.18	LEY 26970 - MORATORIA
4625273	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4634864	1	111	202304	TI	5000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4637026	2	111	202304	PC	89231.05	LEY 24241
4642116	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4646900	1	111	202304	PO	56570.82	LEY 24.476 - MORATORIA
4650191	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4650279	2	111	202304	PP	48263.73	LEY 24241 -PC- PRPA.
4659171	1	111	202304	TI	77982.71	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4664565	1	111	202304	TE	42667.6	LEY 26970 - PLAN CANCELADO
4664747	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4669872	1	111	202304	RI	44766.56	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4673206	1	111	202304	RI	51014.84	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4678816	1	111	202304	RI	44350.03	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4688728	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4688868	1	111	202304	TE	51991.28	LEY 26970 - PLAN CANCELADO
4688868	2	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
4690222	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4700419	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
4700782	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
4704028	1	111	202304	PO	15000	LEY 24.476 - MORATORIA
4704101	1	111	202304	RI	53203.9	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4707638	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4708132	1	111	202304	RI	55653.68	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4710312	1	111	202304	PO	56482.6	LEY 24.476 - MORATORIA
4714030	1	111	202304	RI	49679.03	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4715447	1	111	202304	PO	46752.27	LEY 24.476 - MORATORIA
4716197	1	111	202304	PP	5000	LEY 24241 -PC- PRPA.
4717943	1	111	202304	PO	47146.26	LEY 24.476 - MORATORIA
4723009	1	111	202304	PO	56720.06	LEY 24.476 - MORATORIA
4726612	1	111	202304	RI	44425.37	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4729433	1	111	202304	RI	55749.58	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4730426	1	111	202304	RI	55750.88	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4731935	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4736009	2	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
4737957	1	111	202304	PO	56607.35	LEY 24.476 - MORATORIA
4738311	1	111	202304	RI	54777.52	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4740767	1	111	202304	PO	56576.58	LEY 24.476 - MORATORIA
4742619	1	111	202304	RI	52214.55	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4743634	1	111	202304	RI	48538.62	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4743935	2	111	202304	CS	80028.01	LEY 24241 - SENTENCIA JUDICIAL
4757616	2	111	202304	86	15000	LEY 18038 - AUTONOMOS
4759903	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4762435	1	111	202304	PP	59812.69	LEY 24241 -PC- PRPA.
4764066	1	111	202304	TO	56905.47	TRANSFORMACION LEY  24.476
4770591	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4771476	1	111	202304	TI	13976.85	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
4771556	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
4774601	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
