PROVINCIA	LOCALIDAD	SEXO	EFECTORES	PNC	JUB_PEN	EMPLEO_DEP	ASIG_FAM	FALLECIDOS	JURIDICAS	RUBPS
BUENOS AIRES	TAMANGUEYU	M	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TAMANGUEYU	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TANDIL	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TANDIL	M	1183.0	51.0	28.0	75.0	9.0	10.0	0.0	188.0
BUENOS AIRES	TANDIL	F	1915.0	31.0	138.0	120.0	45.0	6.0	0.0	744.0
BUENOS AIRES	TAPALQUE	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TAPALQUE	M	393.0	35.0	9.0	43.0	3.0	4.0	0.0	23.0
BUENOS AIRES	TAPALQUE	F	397.0	16.0	24.0	24.0	4.0	1.0	0.0	154.0
BUENOS AIRES	TAPIALES	M	77.0	3.0	0.0	0.0	0.0	2.0	0.0	40.0
BUENOS AIRES	TAPIALES	F	180.0	2.0	7.0	3.0	4.0	1.0	0.0	118.0
BUENOS AIRES	TEDIN URIBURU	F	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TEMPERLEY	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TEMPERLEY	M	516.0	24.0	12.0	22.0	2.0	13.0	0.0	198.0
BUENOS AIRES	TEMPERLEY	F	986.0	14.0	55.0	28.0	9.0	6.0	0.0	583.0
BUENOS AIRES	TENIENTE ORIGONE	M	4.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TENIENTE ORIGONE	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TIGRE	M	948.0	27.0	29.0	51.0	6.0	18.0	0.0	346.0
BUENOS AIRES	TIGRE	F	1844.0	40.0	87.0	59.0	12.0	22.0	0.0	1184.0
BUENOS AIRES	TIMOTE	M	7.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
BUENOS AIRES	TIMOTE	F	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TODD	M	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TODD	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TOLOSA	M	160.0	11.0	6.0	37.0	0.0	7.0	0.0	35.0
BUENOS AIRES	TOLOSA	F	275.0	13.0	5.0	27.0	0.0	7.0	0.0	185.0
BUENOS AIRES	TORDILLO	M	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TORDILLO	F	8.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0
BUENOS AIRES	TORNQUIST	M	57.0	6.0	2.0	6.0	0.0	0.0	0.0	3.0
BUENOS AIRES	TORNQUIST	F	98.0	3.0	3.0	10.0	0.0	0.0	0.0	19.0
BUENOS AIRES	TORO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TORO	F	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
BUENOS AIRES	TORRES	M	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	TORRES	F	6.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	TORTUGUITAS	M	253.0	10.0	5.0	23.0	0.0	9.0	0.0	116.0
BUENOS AIRES	TORTUGUITAS	F	592.0	14.0	15.0	13.0	4.0	4.0	0.0	419.0
BUENOS AIRES	TORTUGUITAS NORTE	M	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
BUENOS AIRES	TORTUGUITAS NORTE	F	8.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
BUENOS AIRES	TORTUGUITAS SUR	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TORTUGUITAS SUR	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TRANSRADIO	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	TRANSRADIO	F	6.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	TRENQUE LAUQUEN	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TRENQUE LAUQUEN	M	317.0	21.0	10.0	21.0	4.0	10.0	0.0	27.0
BUENOS AIRES	TRENQUE LAUQUEN	F	416.0	16.0	17.0	31.0	3.0	2.0	0.0	140.0
BUENOS AIRES	TRES ALGARROBOS	M	33.0	1.0	0.0	2.0	0.0	0.0	0.0	6.0
BUENOS AIRES	TRES ALGARROBOS	F	64.0	4.0	9.0	6.0	2.0	1.0	0.0	9.0
BUENOS AIRES	TRES ARROYOS	M	396.0	32.0	17.0	11.0	11.0	5.0	0.0	35.0
BUENOS AIRES	TRES ARROYOS	F	548.0	15.0	27.0	29.0	7.0	2.0	0.0	184.0
BUENOS AIRES	TRES CUERVOS	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TRES LAGUNAS	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TRES LAGUNAS	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TRES LOMAS	M	74.0	4.0	0.0	7.0	1.0	0.0	0.0	5.0
BUENOS AIRES	TRES LOMAS	F	69.0	1.0	7.0	7.0	1.0	1.0	0.0	28.0
BUENOS AIRES	TRES PICOS	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	TRES PICOS	F	4.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
BUENOS AIRES	TRES SARGENTOS	M	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TRES SARGENTOS	F	13.0	1.0	0.0	2.0	0.0	0.0	0.0	7.0
BUENOS AIRES	TRIGALES	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TRIGALES	F	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
BUENOS AIRES	TRISTAN SUAREZ	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	TRISTAN SUAREZ	M	624.0	16.0	6.0	34.0	0.0	16.0	0.0	346.0
BUENOS AIRES	TRISTAN SUAREZ	F	1235.0	18.0	22.0	22.0	4.0	11.0	0.0	1046.0
BUENOS AIRES	TRIUNVIRATO	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	TRUJUI	M	297.0	12.0	6.0	9.0	3.0	4.0	0.0	147.0
BUENOS AIRES	TRUJUI	F	855.0	19.0	40.0	23.0	5.0	4.0	0.0	658.0
BUENOS AIRES	TURDERA	M	38.0	0.0	0.0	1.0	0.0	1.0	0.0	16.0
BUENOS AIRES	TURDERA	F	66.0	0.0	4.0	2.0	1.0	0.0	0.0	46.0
BUENOS AIRES	TUYUTI	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	UDAQUIOLA	M	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	UDAQUIOLA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	UNIDAD TURISTICA CHAPADMALAL	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	UNIDAD TURISTICA MIRAMAR	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	UNION FERROVIARIA	M	85.0	4.0	4.0	5.0	0.0	4.0	0.0	48.0
BUENOS AIRES	UNION FERROVIARIA	F	171.0	3.0	13.0	5.0	1.0	2.0	0.0	134.0
BUENOS AIRES	URDAMPILLETA	M	9.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
BUENOS AIRES	URDAMPILLETA	F	24.0	1.0	2.0	0.0	1.0	0.0	0.0	6.0
BUENOS AIRES	URIBELARREA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	URIBELARREA	F	4.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0
BUENOS AIRES	URQUIZA	M	9.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	URQUIZA	F	12.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
BUENOS AIRES	VAGUES	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	VAGUES	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	VALDEZ	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VALDEZ	F	11.0	1.0	0.0	1.0	0.0	0.0	0.0	8.0
BUENOS AIRES	VALENTIN ALSINA	M	170.0	10.0	1.0	5.0	0.0	1.0	0.0	75.0
BUENOS AIRES	VALENTIN ALSINA	F	303.0	5.0	14.0	8.0	3.0	2.0	0.0	190.0
BUENOS AIRES	VALENTIN GOMEZ	F	3.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VALERIA DEL MAR	M	104.0	2.0	0.0	6.0	0.0	1.0	0.0	5.0
BUENOS AIRES	VALERIA DEL MAR	F	44.0	0.0	5.0	3.0	1.0	0.0	0.0	11.0
BUENOS AIRES	VAZQUEZ	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VEDIA	M	170.0	21.0	4.0	7.0	4.0	0.0	0.0	15.0
BUENOS AIRES	VEDIA	F	170.0	19.0	22.0	11.0	2.0	3.0	0.0	35.0
BUENOS AIRES	VELA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VELA	F	5.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VELLOSO	M	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VELLOSO	F	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VERA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VERONICA	M	127.0	1.0	2.0	15.0	0.0	1.0	0.0	25.0
BUENOS AIRES	VERONICA	F	138.0	7.0	12.0	15.0	1.0	0.0	0.0	53.0
BUENOS AIRES	VIBORAS	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VICENTE CASARES	M	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VICENTE CASARES	F	4.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	VICENTE LOPEZ	M	202.0	8.0	6.0	14.0	0.0	2.0	0.0	64.0
BUENOS AIRES	VICENTE LOPEZ	F	319.0	2.0	15.0	14.0	3.0	2.0	0.0	146.0
BUENOS AIRES	VICTORIA	M	83.0	2.0	1.0	9.0	0.0	2.0	0.0	26.0
BUENOS AIRES	VICTORIA	F	148.0	2.0	12.0	6.0	2.0	3.0	0.0	80.0
BUENOS AIRES	VIEYTES	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VIEYTES	F	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILELA	M	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
BUENOS AIRES	VILLA 31    CASA NRO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA ADELINA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA ADELINA	M	100.0	5.0	3.0	5.0	1.0	1.0	0.0	22.0
BUENOS AIRES	VILLA ADELINA	F	191.0	4.0	16.0	10.0	2.0	0.0	0.0	74.0
BUENOS AIRES	VILLA AGUEDA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA ALBERTINA	M	132.0	10.0	9.0	4.0	3.0	7.0	0.0	69.0
BUENOS AIRES	VILLA ALBERTINA	F	226.0	7.0	14.0	5.0	1.0	4.0	0.0	175.0
BUENOS AIRES	VILLA ASTOLFI	M	29.0	5.0	4.0	0.0	0.0	0.0	0.0	10.0
BUENOS AIRES	VILLA ASTOLFI	F	76.0	2.0	3.0	1.0	0.0	0.0	0.0	57.0
BUENOS AIRES	VILLA AZUL	M	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA AZUL	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA BALLESTER	M	553.0	26.0	10.0	17.0	5.0	1.0	0.0	262.0
BUENOS AIRES	VILLA BALLESTER	F	940.0	11.0	29.0	27.0	6.0	10.0	0.0	573.0
BUENOS AIRES	VILLA BARCELO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA BERNARDO MONTEAGUDO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA BERNARDO MONTEAGUDO	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA BOSCH	M	129.0	11.0	2.0	9.0	2.0	4.0	0.0	35.0
BUENOS AIRES	VILLA BOSCH	F	286.0	5.0	25.0	11.0	7.0	1.0	0.0	118.0
BUENOS AIRES	VILLA BUIDE	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA CACIQUE	M	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA CACIQUE	F	22.0	2.0	3.0	1.0	2.0	0.0	0.0	5.0
BUENOS AIRES	VILLA CARABALLO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA CARABALLO	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	VILLA CELINA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA CELINA	M	616.0	8.0	9.0	30.0	1.0	15.0	0.0	353.0
BUENOS AIRES	VILLA CELINA	F	1186.0	11.0	26.0	23.0	2.0	6.0	0.0	934.0
BUENOS AIRES	VILLA CHACABUCO	M	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA CHACABUCO	F	4.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA DE MAYO	M	238.0	5.0	4.0	12.0	1.0	3.0	0.0	109.0
BUENOS AIRES	VILLA DE MAYO	F	430.0	3.0	20.0	13.0	2.0	2.0	0.0	283.0
BUENOS AIRES	VILLA DEL MAR	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA DEL MAR	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA DEL PLATA	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA DEL PLATA	F	12.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
BUENOS AIRES	VILLA DIAMANTE	M	23.0	0.0	1.0	1.0	0.0	2.0	0.0	16.0
BUENOS AIRES	VILLA DIAMANTE	F	39.0	1.0	1.0	0.0	0.0	0.0	0.0	30.0
BUENOS AIRES	VILLA DOMINICO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA DOMINICO	M	493.0	16.0	14.0	44.0	3.0	26.0	1.0	249.0
BUENOS AIRES	VILLA DOMINICO	F	1055.0	15.0	43.0	44.0	10.0	16.0	0.0	779.0
BUENOS AIRES	VILLA ELISA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA ELISA	M	177.0	6.0	5.0	18.0	0.0	3.0	0.0	44.0
BUENOS AIRES	VILLA ELISA	F	161.0	4.0	14.0	16.0	2.0	1.0	0.0	68.0
BUENOS AIRES	VILLA ELVIRA	M	204.0	12.0	4.0	41.0	0.0	3.0	0.0	70.0
BUENOS AIRES	VILLA ELVIRA	F	325.0	8.0	8.0	30.0	0.0	2.0	0.0	245.0
BUENOS AIRES	VILLA ESCOBAR	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA ESCOBAR	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA ESPAÑA	M	20.0	1.0	1.0	0.0	0.0	0.0	0.0	13.0
BUENOS AIRES	VILLA ESPAÑA	F	38.0	0.0	5.0	1.0	0.0	0.0	0.0	25.0
BUENOS AIRES	VILLA ESPIL	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA FIORITO	M	515.0	21.0	14.0	15.0	2.0	9.0	0.0	249.0
BUENOS AIRES	VILLA FIORITO	F	732.0	31.0	32.0	14.0	4.0	9.0	0.0	588.0
BUENOS AIRES	VILLA FLANDRIA	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA FLANDRIA	F	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	VILLA FRANCIA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA GALICIA	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA GARIBALDI	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA GARIBALDI	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA GENERAL ARIAS	M	7.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA GENERAL ARIAS	F	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA GENERAL SAVIO	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA GENERAL SAVIO	F	17.0	0.0	2.0	0.0	1.0	0.0	0.0	5.0
BUENOS AIRES	VILLA GENERAL ZAPIOLA	F	4.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
BUENOS AIRES	VILLA GESELL	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA GESELL	M	853.0	39.0	17.0	33.0	2.0	12.0	0.0	76.0
BUENOS AIRES	VILLA GESELL	F	548.0	32.0	51.0	25.0	13.0	7.0	0.0	191.0
BUENOS AIRES	VILLA GOBERNADOR UDAONDO	M	23.0	1.0	1.0	0.0	0.0	1.0	0.0	12.0
BUENOS AIRES	VILLA GOBERNADOR UDAONDO	F	29.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0
BUENOS AIRES	VILLA INDEPENDENCIA	M	6.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0
BUENOS AIRES	VILLA INDEPENDENCIA	F	16.0	1.0	3.0	1.0	0.0	0.0	0.0	10.0
BUENOS AIRES	VILLA INDUSTRIALES	M	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA INDUSTRIALES	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA INSUPERABLE	M	24.0	2.0	1.0	0.0	1.0	1.0	0.0	9.0
BUENOS AIRES	VILLA INSUPERABLE	F	58.0	1.0	9.0	1.0	1.0	0.0	0.0	35.0
BUENOS AIRES	VILLA IRIS	M	17.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
BUENOS AIRES	VILLA IRIS	F	29.0	1.0	2.0	0.0	0.0	0.0	0.0	9.0
BUENOS AIRES	VILLA JOSE INGENIEROS	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA LA PERLA	M	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA LA PERLA	F	5.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
BUENOS AIRES	VILLA LA ÑATA	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA LA ÑATA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA LAMADRID	M	13.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
BUENOS AIRES	VILLA LAMADRID	F	32.0	0.0	1.0	1.0	0.0	1.0	0.0	30.0
BUENOS AIRES	VILLA LIA	M	7.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
BUENOS AIRES	VILLA LIA	F	21.0	1.0	4.0	1.0	0.0	0.0	0.0	7.0
BUENOS AIRES	VILLA LIBERTAD	M	29.0	1.0	1.0	2.0	0.0	1.0	0.0	13.0
BUENOS AIRES	VILLA LIBERTAD	F	48.0	1.0	7.0	2.0	0.0	1.0	0.0	28.0
BUENOS AIRES	VILLA LOMA HERMOSA	M	19.0	1.0	0.0	1.0	0.0	1.0	0.0	8.0
BUENOS AIRES	VILLA LOMA HERMOSA	F	56.0	0.0	8.0	2.0	2.0	0.0	0.0	27.0
BUENOS AIRES	VILLA LUZURIAGA	M	418.0	29.0	6.0	12.0	5.0	6.0	1.0	220.0
BUENOS AIRES	VILLA LUZURIAGA	F	801.0	12.0	41.0	10.0	4.0	2.0	0.0	513.0
BUENOS AIRES	VILLA LYNCH	M	36.0	2.0	0.0	8.0	0.0	1.0	0.0	7.0
BUENOS AIRES	VILLA LYNCH	F	52.0	2.0	1.0	6.0	0.0	1.0	0.0	18.0
BUENOS AIRES	VILLA MADERO	M	270.0	6.0	6.0	13.0	0.0	7.0	0.0	121.0
BUENOS AIRES	VILLA MADERO	F	665.0	5.0	30.0	22.0	5.0	7.0	1.0	421.0
BUENOS AIRES	VILLA MAIPU	M	58.0	3.0	1.0	6.0	1.0	4.0	0.0	15.0
BUENOS AIRES	VILLA MAIPU	F	121.0	2.0	7.0	3.0	1.0	2.0	0.0	81.0
BUENOS AIRES	VILLA MALAVER	F	6.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	VILLA MARIA	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA MARIA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA MARTELLI	M	85.0	12.0	1.0	2.0	0.0	0.0	0.0	29.0
BUENOS AIRES	VILLA MARTELLI	F	178.0	2.0	4.0	6.0	0.0	1.0	0.0	101.0
BUENOS AIRES	VILLA MAZA	M	9.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA MAZA	F	17.0	0.0	1.0	1.0	0.0	0.0	0.0	11.0
BUENOS AIRES	VILLA MONICA	M	7.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0
BUENOS AIRES	VILLA MONICA	F	20.0	0.0	4.0	1.0	0.0	1.0	0.0	15.0
BUENOS AIRES	VILLA MOQUEHUA	M	13.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA MOQUEHUA	F	23.0	0.0	2.0	0.0	1.0	0.0	0.0	7.0
BUENOS AIRES	VILLA NUEVA	M	12.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0
BUENOS AIRES	VILLA NUEVA	F	35.0	1.0	1.0	1.0	0.0	0.0	0.0	26.0
BUENOS AIRES	VILLA NUMANCIA	M	56.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0
BUENOS AIRES	VILLA NUMANCIA	F	119.0	0.0	0.0	1.0	0.0	0.0	0.0	119.0
BUENOS AIRES	VILLA RAFFO	M	11.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA RAFFO	F	12.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA RAMALLO	M	46.0	5.0	2.0	3.0	2.0	0.0	0.0	6.0
BUENOS AIRES	VILLA RAMALLO	F	98.0	0.0	6.0	2.0	1.0	0.0	0.0	26.0
BUENOS AIRES	VILLA ROSA	M	122.0	7.0	3.0	4.0	1.0	2.0	0.0	40.0
BUENOS AIRES	VILLA ROSA	F	294.0	6.0	7.0	4.0	2.0	3.0	0.0	201.0
BUENOS AIRES	VILLA ROSAS	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA ROSAS	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA RUIZ	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA RUIZ	F	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA SABOYA	M	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA SABOYA	F	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA SAN ANDRES	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA SAN ANDRES	F	13.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0
BUENOS AIRES	VILLA SAN LUIS	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA SAN LUIS	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	VILLA SANGUINETTI	M	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
BUENOS AIRES	VILLA SANTA MARIA	M	49.0	4.0	0.0	3.0	0.0	0.0	0.0	23.0
BUENOS AIRES	VILLA SANTA MARIA	F	55.0	1.0	0.0	0.0	0.0	0.0	0.0	49.0
BUENOS AIRES	VILLA SANTA ROSA	M	20.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
BUENOS AIRES	VILLA SANTA ROSA	F	33.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0
BUENOS AIRES	VILLA SANTOS TESEI	M	188.0	7.0	0.0	9.0	0.0	6.0	0.0	95.0
BUENOS AIRES	VILLA SANTOS TESEI	F	530.0	7.0	14.0	14.0	4.0	4.0	0.0	372.0
BUENOS AIRES	VILLA SARMIENTO	M	27.0	1.0	0.0	2.0	0.0	0.0	0.0	6.0
BUENOS AIRES	VILLA SARMIENTO	F	45.0	0.0	4.0	0.0	1.0	1.0	0.0	21.0
BUENOS AIRES	VILLA SAUZE	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	VILLA SAUZE	F	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA SIERRA	M	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
BUENOS AIRES	VILLA TESSEI	M	159.0	9.0	4.0	4.0	0.0	4.0	0.0	99.0
BUENOS AIRES	VILLA TESSEI	F	303.0	2.0	33.0	15.0	0.0	5.0	0.0	206.0
BUENOS AIRES	VILLA URBANA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	VILLA VATTEONE	M	39.0	1.0	0.0	2.0	0.0	1.0	0.0	24.0
BUENOS AIRES	VILLA VATTEONE	F	59.0	0.0	1.0	2.0	0.0	0.0	0.0	47.0
BUENOS AIRES	VILLA VENTANA	M	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	VILLA VENTANA	F	7.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	VILLA VERDE	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
