PROVINCIA	LOCALIDAD	SEXO	EFECTORES	PNC	JUB_PEN	EMPLEO_DEP	ASIG_FAM	FALLECIDOS	JURIDICAS	RUBPS
BUENOS AIRES	12 DE OCTUBRE	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	12 DE OCTUBRE	F	11.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0
BUENOS AIRES	16 DE JULIO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	17 DE AGOSTO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	17 DE AGOSTO	M	148.0	4.0	1.0	6.0	0.0	1.0	0.0	121.0
BUENOS AIRES	17 DE AGOSTO	F	230.0	2.0	6.0	4.0	4.0	1.0	0.0	206.0
BUENOS AIRES	20 DE JUNIO	M	93.0	1.0	0.0	5.0	0.0	0.0	0.0	74.0
BUENOS AIRES	20 DE JUNIO	F	116.0	0.0	1.0	1.0	0.0	0.0	0.0	99.0
BUENOS AIRES	25 DE MAYO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	25 DE MAYO	M	317.0	15.0	5.0	14.0	1.0	2.0	0.0	181.0
BUENOS AIRES	25 DE MAYO	F	532.0	9.0	17.0	13.0	4.0	3.0	0.0	371.0
BUENOS AIRES	30 DE AGOSTO	M	82.0	2.0	0.0	2.0	1.0	0.0	0.0	63.0
BUENOS AIRES	30 DE AGOSTO	F	143.0	2.0	4.0	2.0	3.0	0.0	0.0	115.0
BUENOS AIRES	9 DE ABRIL	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	9 DE ABRIL	M	753.0	10.0	12.0	30.0	1.0	8.0	0.0	471.0
BUENOS AIRES	9 DE ABRIL	F	1727.0	13.0	24.0	27.0	3.0	12.0	0.0	1477.0
BUENOS AIRES	9 DE JULIO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	9 DE JULIO	M	510.0	39.0	16.0	14.0	5.0	5.0	0.0	229.0
BUENOS AIRES	9 DE JULIO	F	816.0	19.0	32.0	14.0	6.0	4.0	0.0	525.0
BUENOS AIRES	A. A. FERNANDEZ	M	39.0	0.0	0.0	2.0	0.0	0.0	0.0	37.0
BUENOS AIRES	A. A. FERNANDEZ	F	58.0	3.0	1.0	0.0	0.0	0.0	0.0	48.0
BUENOS AIRES	ABASTO	M	377.0	4.0	5.0	8.0	1.0	3.0	0.0	252.0
BUENOS AIRES	ABASTO	F	474.0	6.0	3.0	10.0	2.0	4.0	0.0	416.0
BUENOS AIRES	ABASTO (NOROESTE)	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	ABASTO (NOROESTE)	F	6.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	ABASTO (SUDESTE)	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ABASTO (SUDESTE)	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ABBOTT	M	15.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0
BUENOS AIRES	ABBOTT	F	43.0	0.0	1.0	0.0	0.0	0.0	0.0	35.0
BUENOS AIRES	ABEL	M	21.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
BUENOS AIRES	ABEL	F	36.0	0.0	0.0	1.0	0.0	0.0	0.0	29.0
BUENOS AIRES	ABRA DE HINOJO	M	30.0	0.0	0.0	1.0	0.0	0.0	0.0	24.0
BUENOS AIRES	ABRA DE HINOJO	F	40.0	0.0	0.0	1.0	0.0	0.0	0.0	35.0
BUENOS AIRES	ACASSUSO	M	31.0	3.0	0.0	0.0	0.0	0.0	0.0	20.0
BUENOS AIRES	ACASSUSO	F	63.0	2.0	1.0	1.0	1.0	0.0	0.0	51.0
BUENOS AIRES	ACEVEDO	M	51.0	2.0	0.0	0.0	0.0	0.0	0.0	34.0
BUENOS AIRES	ACEVEDO	F	95.0	1.0	2.0	1.0	0.0	0.0	0.0	71.0
BUENOS AIRES	ACHUPALLAS	M	42.0	0.0	0.0	1.0	0.0	0.0	0.0	38.0
BUENOS AIRES	ACHUPALLAS	F	55.0	1.0	1.0	1.0	0.0	0.0	0.0	47.0
BUENOS AIRES	ADELA	M	28.0	0.0	0.0	1.0	0.0	0.0	0.0	24.0
BUENOS AIRES	ADELA	F	54.0	0.0	1.0	0.0	0.0	0.0	0.0	50.0
BUENOS AIRES	ADELA CORTI	M	33.0	1.0	0.0	1.0	0.0	0.0	0.0	29.0
BUENOS AIRES	ADELA CORTI	F	66.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0
BUENOS AIRES	ADOLFO ALSINA	M	84.0	1.0	0.0	3.0	0.0	1.0	0.0	70.0
BUENOS AIRES	ADOLFO ALSINA	F	129.0	0.0	1.0	4.0	0.0	0.0	0.0	114.0
BUENOS AIRES	ADOLFO F. ORMA APEADERO FCGB	M	17.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0
BUENOS AIRES	ADOLFO F. ORMA APEADERO FCGB	F	30.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0
BUENOS AIRES	ADOLFO GONZALES CHAVES	M	227.0	6.0	2.0	7.0	1.0	1.0	0.0	132.0
BUENOS AIRES	ADOLFO GONZALES CHAVES	F	335.0	11.0	8.0	16.0	1.0	0.0	0.0	212.0
BUENOS AIRES	ADROGUE	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ADROGUE	M	505.0	18.0	5.0	11.0	3.0	7.0	0.0	309.0
BUENOS AIRES	ADROGUE	F	952.0	9.0	26.0	22.0	4.0	7.0	0.0	704.0
BUENOS AIRES	AEROPUERTO	M	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
BUENOS AIRES	AEROPUERTO	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	AERSDROMO ALBATROS	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	AERSDROMO ALBATROS	F	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
BUENOS AIRES	AGOTE	M	10.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0
BUENOS AIRES	AGOTE	F	15.0	0.0	0.0	1.0	0.0	0.0	0.0	12.0
BUENOS AIRES	AGUA DE ORO	M	6.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0
BUENOS AIRES	AGUA DE ORO	F	10.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0
BUENOS AIRES	AGUARA	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	AGUARA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	AGUAS VERDES	M	11.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
BUENOS AIRES	AGUAS VERDES	F	17.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0
BUENOS AIRES	AGUIRREZABALA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	AGUIRREZABALA	F	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
BUENOS AIRES	AGUSTIN FERRARI	M	45.0	3.0	0.0	1.0	0.0	4.0	0.0	17.0
BUENOS AIRES	AGUSTIN FERRARI	F	69.0	0.0	4.0	4.0	0.0	0.0	0.0	49.0
BUENOS AIRES	AGUSTIN MOSCONI	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	AGUSTIN MOSCONI	F	11.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
BUENOS AIRES	AGUSTIN ROCA	M	4.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
BUENOS AIRES	AGUSTIN ROCA	F	18.0	1.0	2.0	0.0	0.0	1.0	0.0	3.0
BUENOS AIRES	AGUSTINA	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	AGUSTINA	F	8.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
BUENOS AIRES	ALAGON	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALAGON	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALAMOS	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALAMOS	F	12.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
BUENOS AIRES	ALASTUEY (APEADERO FCGU)	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ALASTUEY (APEADERO FCGU)	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALBARIÑO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALBARIÑO	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	ALBERTI	M	112.0	6.0	5.0	6.0	2.0	2.0	0.0	35.0
BUENOS AIRES	ALBERTI	F	234.0	9.0	26.0	7.0	11.0	0.0	0.0	128.0
BUENOS AIRES	ALDEA ROMANA	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ALDEA SAN ANDRES	F	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ALDECON	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ALDECON	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	ALDO  BONZI	M	95.0	2.0	1.0	4.0	1.0	3.0	0.0	54.0
BUENOS AIRES	ALDO  BONZI	F	186.0	1.0	5.0	3.0	2.0	2.0	0.0	107.0
BUENOS AIRES	ALEGRE	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ALEGRE	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ALEJANDRO KORN	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ALEJANDRO KORN	M	856.0	28.0	12.0	38.0	4.0	26.0	0.0	508.0
BUENOS AIRES	ALEJANDRO KORN	F	1634.0	27.0	42.0	44.0	12.0	10.0	0.0	1322.0
BUENOS AIRES	ALEJANDRO PETION	M	8.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ALEJANDRO PETION	F	11.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0
BUENOS AIRES	ALFALAD	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALFALAD	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	ALFEREZ SAN MARTIN	M	13.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0
BUENOS AIRES	ALFEREZ SAN MARTIN	F	19.0	0.0	2.0	2.0	0.0	0.0	0.0	8.0
BUENOS AIRES	ALFREDO DEMARCHI	M	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0
BUENOS AIRES	ALFREDO DEMARCHI	F	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
BUENOS AIRES	ALGARROBO	M	17.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ALGARROBO	F	17.0	1.0	2.0	1.0	0.0	0.0	0.0	6.0
BUENOS AIRES	ALIANZA TALLERES	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALMACEN CASTRO	M	3.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ALMACEN CASTRO	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ALMACEN DEL DESCANSO	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ALMACEN DEL DESCANSO	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ALMACEN LA COLONIA	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALMACEN LA COLONIA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALMACEN PIATTI	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALMIRANTE BROWN	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALMIRANTE BROWN	M	1383.0	35.0	13.0	70.0	4.0	19.0	0.0	740.0
BUENOS AIRES	ALMIRANTE BROWN	F	2376.0	41.0	72.0	44.0	20.0	10.0	0.0	1703.0
BUENOS AIRES	ALMIRANTE IRIZAR	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ALMIRANTE IRIZAR	F	3.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
BUENOS AIRES	ALMIRANTE SOLIER	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ALSINA	M	11.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
BUENOS AIRES	ALSINA	F	23.0	0.0	2.0	1.0	0.0	0.0	0.0	12.0
BUENOS AIRES	ALTA VISTA	M	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALTAMIRA	M	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ALTAMIRA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ALTAMIRANO	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALTAMIRANO	F	4.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ALTO DEL TALAR	M	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ALTO VERDE	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	ALTO VERDE	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALTOS DE TRISTAN SUAREZ	F	4.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ALVAREZ DE TOLEDO	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALVAREZ DE TOLEDO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALVAREZ JONTE	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALVAREZ JONTE	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ALVARO BARROS	M	3.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
BUENOS AIRES	ALVARO BARROS	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ALZAGA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	AMALIA	M	3.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	AMALIA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	AMBROSIO P. LEZICA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	AMEGHINO	M	80.0	7.0	3.0	5.0	0.0	2.0	0.0	16.0
BUENOS AIRES	AMEGHINO	F	114.0	4.0	9.0	9.0	3.0	0.0	0.0	59.0
BUENOS AIRES	AMERICA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	AMERICA	M	292.0	5.0	3.0	19.0	1.0	4.0	0.0	65.0
BUENOS AIRES	AMERICA	F	373.0	14.0	12.0	14.0	5.0	1.0	0.0	175.0
BUENOS AIRES	ANASAGASTI	M	4.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ANASAGASTI	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ANCON	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ANDANT	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ANDANT	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ANDERSON	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ANDERSON	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ANGEL ETCHEVERRY (NOROESTE)	M	130.0	1.0	1.0	2.0	0.0	1.0	0.0	82.0
BUENOS AIRES	ANGEL ETCHEVERRY (NOROESTE)	F	154.0	2.0	0.0	4.0	0.0	0.0	0.0	139.0
BUENOS AIRES	ANGEL ETCHEVERRY (SUDESTE)	M	21.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
BUENOS AIRES	ANGEL ETCHEVERRY (SUDESTE)	F	64.0	1.0	0.0	3.0	1.0	0.0	0.0	56.0
BUENOS AIRES	ANTONIO CARBONI	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	APARICIO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ARANA	M	23.0	0.0	0.0	2.0	0.0	0.0	0.0	13.0
BUENOS AIRES	ARANA	F	44.0	1.0	0.0	2.0	0.0	0.0	0.0	35.0
BUENOS AIRES	ARANO	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARAUJO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARBOLEDAS	M	6.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ARBOLEDAS	F	8.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ARBUCO	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARBUCO	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARENALES	M	9.0	1.0	1.0	2.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ARENALES	F	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
BUENOS AIRES	ARENAZA	M	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ARENAZA	F	5.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	ARGERICH	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARGERICH	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARGUEDAS (DESVIO)	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARGUEDAS (DESVIO)	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARIAS	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ARISTOBULO DEL VALLE	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARISTOBULO DEL VALLE	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARRECIFES	M	460.0	95.0	24.0	22.0	14.0	14.0	0.0	46.0
BUENOS AIRES	ARRECIFES	F	576.0	86.0	75.0	11.0	29.0	7.0	0.0	112.0
BUENOS AIRES	ARRIBEÑOS	M	24.0	6.0	1.0	3.0	0.0	2.0	0.0	0.0
BUENOS AIRES	ARRIBEÑOS	F	43.0	5.0	9.0	4.0	5.0	0.0	0.0	5.0
BUENOS AIRES	ARROYO AGUAJE DEL DURAZNO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO AGUAS BLANCAS	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO AGUILA NEGRA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ARROYO ALELI	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARROYO AMARILLO PALMAS	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO ANDRESITO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO ANDRESITO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO BALTICO	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARROYO BALTICO	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARROYO BORASSO	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	ARROYO BORASSO	F	6.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
BUENOS AIRES	ARROYO BORCHES	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO BOTIJA FALSA	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	ARROYO BURGOS	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO CAMACHO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ARROYO CAMACHO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO CAPITAN CHICO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO CARABELAS	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ARROYO CORTO	M	9.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ARROYO CORTO	F	7.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0
BUENOS AIRES	ARROYO DE LA CRUZ	M	7.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ARROYO DE LA CRUZ	F	8.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0
BUENOS AIRES	ARROYO DE LOS HUESOS	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARROYO DE LUNA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO DE LUNA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO DULCE	M	7.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0
BUENOS AIRES	ARROYO DULCE	F	23.0	1.0	2.0	0.0	1.0	0.0	0.0	7.0
BUENOS AIRES	ARROYO EL CHINGOLO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO GUAZU NAMBI	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO LA MAZA	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARROYO LA MAZA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO LAS CRUCES	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ARROYO LAS ROSAS	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO LAS ROSAS	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ARROYO LOS TIGRES	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO LOS TIGRES	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO NEGRO	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO PAREJAS	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ARROYO PAREJAS	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ARROYO TAJIBER	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO VENADO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	ARROYO ÑACURUTU CHICO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	ARTURO SEGUI	M	79.0	3.0	3.0	13.0	0.0	1.0	0.0	24.0
BUENOS AIRES	ARTURO SEGUI	F	95.0	4.0	3.0	15.0	1.0	0.0	0.0	53.0
BUENOS AIRES	ASAMBLEA	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	ASCENSION	M	40.0	8.0	2.0	5.0	0.0	0.0	0.0	2.0
BUENOS AIRES	ASCENSION	F	72.0	4.0	16.0	3.0	7.0	0.0	0.0	6.0
BUENOS AIRES	ATALAYA	M	15.0	0.0	1.0	2.0	1.0	0.0	0.0	8.0
BUENOS AIRES	ATALAYA	F	9.0	0.0	1.0	1.0	0.0	0.0	0.0	5.0
BUENOS AIRES	ATUCHA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	AVELLANEDA	F	10.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0
BUENOS AIRES	AVELLANEDA	M	4441.0	152.0	47.0	228.0	14.0	63.0	4.0	2177.0
BUENOS AIRES	AVELLANEDA	F	8075.0	136.0	257.0	195.0	60.0	47.0	0.0	5579.0
BUENOS AIRES	AVESTRUZ	M	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
BUENOS AIRES	AVESTRUZ	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
BUENOS AIRES	AYACUCHO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	AYACUCHO	M	156.0	6.0	4.0	11.0	0.0	3.0	0.0	5.0
BUENOS AIRES	AYACUCHO	F	200.0	8.0	11.0	8.0	4.0	1.0	0.0	69.0
BUENOS AIRES	AYERZA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	AZCUENAGA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	AZOPARDO	M	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
BUENOS AIRES	AZOPARDO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUENOS AIRES	AZUL	M	584.0	21.0	13.0	55.0	1.0	10.0	0.0	78.0
BUENOS AIRES	AZUL	F	952.0	27.0	73.0	46.0	14.0	3.0	0.0	254.0
BUENOS AIRES	BACACAY	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	BACACAY	F	5.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
BUENOS AIRES	BADANO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	BAHIA BLANCA	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BUENOS AIRES	BAHIA BLANCA	M	1590.0	152.0	59.0	112.0	22.0	20.0	0.0	99.0
BUENOS AIRES	BAHIA BLANCA	F	2605.0	94.0	198.0	151.0	42.0	17.0	0.0	658.0
BUENOS AIRES	BAHIA SAN BLAS	M	10.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
BUENOS AIRES	BAHIA SAN BLAS	F	10.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0
BUENOS AIRES	BAIGORRITA NORTE	M	11.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
